Date ,Conduit 20 Diversion (cfs),Conduit 20 from River (cfs),Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (flow from Chatfield) ,Conduit 20 Total with Chatfield flow (AF),"Temp, H","Temp, L"
11/14/2013,0,0,0,0,0,69,32
11/15/2013,0,0,0,0,0,59,34
11/16/2013,0,0,0,0,0,65,32
11/17/2013,0,0,0,0,0,60,35
11/18/2013,0,0,0,0,0,56,27
11/19/2013,0,0,0,0,0,65,27
11/20/2013,0,0,0,0,0,60,33
11/21/2013,0,0,0,0,0,58,15
11/22/2013,0,0,0,0,0,21,13
11/23/2013,0,0,0,0,0,33,21
11/24/2013,0,0,0,0,0,34,23
11/25/2013,0,0,0,0,0,41,23
11/26/2013,0,0,0,0,0,39,25
11/27/2013,0,0,0,0,0,48,27
11/28/2013,0,0,0,0,0,64,27
11/29/2013,0,0,0,0,0,47,26
11/30/2013,0,0,0,0,0,60,26
12/1/2013,0,0,0,0,0,59,28
12/2/2013,18.65,0,18.65,0,18.65,56,29
12/3/2013,91.04,0,91.04,0,91.04,60,41
12/4/2013,106.3,0,106.3,0,106.3,60,5
12/5/2013,106.46,0,106.46,0,106.46,8,-9
12/6/2013,106.53,0,106.53,0,106.53,8,-9
12/7/2013,106.61,0,106.61,0,106.61,10,-8
12/8/2013,106.65,0,106.65,0,106.65,9,-4
12/9/2013,106.75,0,106.75,0,106.75,20,-1
12/10/2013,106.8,0,106.8,0,106.8,26,4
12/11/2013,106.86,0,106.86,0,106.86,49,11
12/12/2013,106.93,0,106.93,0,106.93,36,11
12/13/2013,106.91,0,106.91,0,106.91,56,20
12/14/2013,107.02,0,107.02,0,107.02,50,19
12/15/2013,106.99,0,106.99,0,106.99,50,19
12/16/2013,107,0,107,0,107,56,28
12/17/2013,107.06,0,107.06,0,107.06,61,28
12/18/2013,107,0,107,0,107,63,28
12/19/2013,107.07,0,107.07,0,107.07,65,33
12/20/2013,107.01,0,107.01,0,107.01,45,17
12/21/2013,107.06,0,107.06,0,107.06,24,15
12/22/2013,107.05,0,107.05,0,107.05,33,14
12/23/2013,107.05,0,107.05,0,107.05,40,14
12/24/2013,107.09,0,107.09,0,107.09,48,20
12/25/2013,107.07,0,107.07,0,107.07,54,17
12/26/2013,107.08,0,107.08,0,107.08,47,15
12/27/2013,107.09,0,107.09,0,107.09,54,15
12/28/2013,107.07,0,107.07,0,107.07,58,28
12/29/2013,107.09,0,107.09,0,107.09,57.5,21
12/30/2013,107.17,0,107.17,0,107.17,57,14
12/31/2013,107.15,0,107.15,0,107.15,47,23
1/1/2014,107.15,0,107.15,0,107.15,57,29
1/2/2014,107.14,0,107.14,0,107.14,40,18
1/3/2014,107.17,0,107.17,0,107.17,45,19
1/4/2014,107.19,0,107.19,0,107.19,63,22
1/5/2014,107.35,0,107.35,0,107.35,23,2
1/6/2014,107.61,0,107.61,0,107.61,15,-2
1/7/2014,109.88,0,109.88,0,109.88,37,2
1/8/2014,107.18,0,107.18,0,107.18,46,19
1/9/2014,107.29,0,107.29,0,107.29,41,19
1/10/2014,110.23,0,110.23,0,110.23,49,21
1/11/2014,106.99,0,106.99,0,106.99,41,27
1/12/2014,106.87,0,106.87,0,106.87,59,31
1/13/2014,106.88,0,106.88,0,106.88,40,28
1/14/2014,106.89,0,106.89,0,106.89,47,27
1/15/2014,106.92,0,106.92,0,106.92,47,20
1/16/2014,109.46,0,109.46,0,109.46,54,25
1/17/2014,106.82,0,106.82,0,106.82,46,21
1/18/2014,106.86,0,106.86,0,106.86,53,24
1/19/2014,106.85,0,106.85,0,106.85,54,26
1/20/2014,106.86,0,106.86,0,106.86,62,29
1/21/2014,110.44,0,110.44,0,110.44,47,24
1/22/2014,106.87,0,106.87,0,106.87,62,22
1/23/2014,106.88,0,106.88,0,106.88,44,6
1/24/2014,106.97,0,106.97,0,106.97,24,5
1/25/2014,106.89,0,106.89,0,106.89,56,23
1/26/2014,110.51,0,110.51,0,110.51,60,30
1/27/2014,106.89,0,106.89,0,106.89,59,16
1/28/2014,106.93,0,106.93,0,106.93,19,5
1/29/2014,106.82,0,106.82,0,106.82,34,3
1/30/2014,106.83,0,106.83,0,106.83,52,23
1/31/2014,106.84,0,106.84,0,106.84,46,17
2/1/2014,106.84,0,106.84,0,106.84,26,18
2/2/2014,106.84,0,106.84,0,106.84,23,2
2/3/2014,106.84,0,106.84,0,106.84,30,2
2/4/2014,106.84,0,106.84,0,106.84,30,-5.5
2/5/2014,94.53,0,94.53,0,94.53,4,-13
2/6/2014,106.69,0,106.69,0,106.69,4,-13
2/7/2014,102.97,0,102.97,0,102.97,25,-13
2/8/2014,102.8,0,102.8,0,102.8,46,18
2/9/2014,108.72,0,108.72,0,108.72,51,20
2/10/2014,105.91,0,105.91,0,105.91,24,17
2/11/2014,106.55,0,106.55,0,106.55,37,19
2/12/2014,106.53,0,106.53,0,106.53,46,21
2/13/2014,90.19,0,90.19,0,90.19,48,22
2/14/2014,86.05,0,86.05,0,86.05,57,35
2/15/2014,86.13,0,86.13,0,86.13,57,36
2/16/2014,86.06,0,86.06,0,86.06,60,29
2/17/2014,88.84,0,88.84,0,88.84,66,29
2/18/2014,86.07,0,86.07,0,86.07,64,30
2/19/2014,86.01,0,86.01,0,86.01,62,30
2/20/2014,86.07,0,86.07,0,86.07,60,25
2/21/2014,88.97,0,88.97,0,88.97,39,26
2/22/2014,86.08,0,86.08,0,86.08,49,27
2/23/2014,86.08,0,86.08,0,86.08,49,27
2/24/2014,86.07,0,86.07,0,86.07,44,27
2/25/2014,89.35,0,89.35,0,89.35,62,18
2/26/2014,86.05,0,86.05,0,86.05,32,11
2/27/2014,86.01,0,86.01,0,86.01,47,19
2/28/2014,86.01,0,86.01,0,86.01,56,26
3/1/2014,86.05,0,86.05,0,86.05,57,28
3/2/2014,89.3,0,89.3,0,89.3,29,7
3/3/2014,86.07,0,86.07,0,86.07,35,7
3/4/2014,86.03,0,86.03,0,86.03,57,32
3/5/2014,86.02,0,86.02,0,86.02,60,32
3/6/2014,86.08,0,86.08,0,86.08,52,31
3/7/2014,89.43,0,89.43,0,89.43,63,40
3/8/2014,86.06,0,86.06,0,86.06,43,37
3/9/2014,86.04,0,86.04,0,86.04,48,31
3/10/2014,86.01,0,86.01,0,86.01,71,33
3/11/2014,89.4,0,89.4,0,89.4,70,37
3/12/2014,86.04,0,86.04,0,86.04,45,13
3/13/2014,86.04,0,86.04,0,86.04,51,14
3/14/2014,86.05,0,86.05,0,86.05,61,25
3/15/2014,86.02,0,86.02,0,86.02,62,28
3/16/2014,89.43,0,89.43,0,89.43,45,22
3/17/2014,85.95,0,85.95,0,85.95,60,23
3/18/2014,86.14,0,86.14,0,86.14,69,35
3/19/2014,86.03,0,86.03,0,86.03,38,20
3/20/2014,86.15,0,86.15,0,86.15,57,20
3/21/2014,89,0,89,0,89,65,27
3/22/2014,86.02,0,86.02,0,86.02,45,27
3/23/2014,86.07,0,86.07,0,86.07,32,21
3/24/2014,87.09,0,87.09,0,87.09,59,24
3/25/2014,86.01,0,86.01,0,86.01,59,23
3/26/2014,87.99,0,87.99,0,87.99,62,23
3/27/2014,76.06,0,76.06,0,76.06,66,39
3/28/2014,85.82,0,85.82,0,85.82,55,32
3/29/2014,85.8,0,85.8,0,85.8,51,29
3/30/2014,85.71,0,85.71,0,85.71,65,33
3/31/2014,88.56,0,88.56,0,88.56,69,41
4/1/2014,85.77,0,85.77,0,85.77,64,35
4/2/2014,43.75,0,43.75,0,43.75,59,29
4/3/2014,31.94,0,31.94,0,31.94,48,29
4/4/2014,31.29,0,31.29,0,31.29,45,25
4/5/2014,31.32,0,31.32,0,31.32,51,24
4/6/2014,31.31,0,31.31,0,31.31,56,30
4/7/2014,31.35,0,31.35,0,31.35,53,35
4/8/2014,31.31,0,31.31,0,31.31,53,31
4/9/2014,31.35,0,31.35,0,31.35,63.5,31.5
4/10/2014,31.31,0,31.31,0,31.31,74,32
4/11/2014,31.36,0,31.36,0,31.36,68,40
4/12/2014,31.3,0,31.3,0,31.3,76,40
4/13/2014,31.43,0,31.43,0,31.43,71,39
4/14/2014,31.45,0,31.45,0,31.45,43,19
4/15/2014,31.47,0,31.47,0,31.47,39,18
4/16/2014,31.48,0,31.48,0,31.48,64,32
4/17/2014,31.41,0,31.41,0,31.41,53,33
4/18/2014,31.45,0,31.45,0,31.45,62,34
4/19/2014,31.47,0,31.47,0,31.47,77,44
4/20/2014,31.49,0,31.49,0,31.49,68,44
4/21/2014,31.5,0,31.5,0,31.5,70,45
4/22/2014,31.56,0,31.56,0,31.56,67,46
4/23/2014,31.5,0,31.5,0,31.5,78,49
4/24/2014,31.54,0,31.54,0,31.54,73,34
4/25/2014,31.55,0,31.55,0,31.55,73,34
4/26/2014,31.58,0,31.58,0,31.58,74,39
4/27/2014,31.61,0,31.61,0,31.61,75,47
4/28/2014,31.6,0,31.6,0,31.6,51,40
4/29/2014,31.65,0,31.65,0,31.65,56,38
4/30/2014,31.67,0,31.67,0,31.67,51,32
5/1/2014,31.61,0,31.61,0,31.61,52,28
5/2/2014,42.08,0,42.08,0,42.08,60,31
5/3/2014,47.25,0,47.25,0,47.25,75,36
5/4/2014,47.25,0,47.25,0,47.25,79,52
5/5/2014,47.18,0,47.18,0,47.18,84,53
5/6/2014,47.17,0,47.17,0,47.17,77,47
5/7/2014,47.17,0,47.17,0,47.17,68,37
5/8/2014,47.23,0,47.23,0,47.23,55,36
5/9/2014,47.31,0,47.31,0,47.31,63,39
5/10/2014,47.36,0,47.36,0,47.36,67,39
5/11/2014,47.39,0,47.39,0,47.39,57.5,40
5/12/2014,47.42,0,47.42,0,47.42,48,41
5/13/2014,47.42,0,47.42,0,47.42,50,33
5/14/2014,47.36,0,47.36,0,47.36,51,31
5/15/2014,47.38,0,47.38,0,47.38,55,33
5/16/2014,47.37,0,47.37,0,47.37,62,42
5/17/2014,47.34,0,47.34,0,47.34,63,43
5/18/2014,47.36,0,47.36,0,47.36,68,48
5/19/2014,47.38,0,47.38,0,47.38,82,50
5/20/2014,47.42,0,47.42,0,47.42,81,55
5/21/2014,47.42,0,47.42,0,47.42,70,48
5/22/2014,41.11,0,41.11,0,41.11,68,54
5/23/2014,39.36,0,39.36,0,39.36,76,47
5/24/2014,39.42,0,39.42,0,39.42,71,49
5/25/2014,39.62,0,39.62,0,39.62,68,51
5/26/2014,39.56,0,39.56,0,39.56,67,46
5/27/2014,39.53,0,39.53,0,39.53,74,47
5/28/2014,39.48,0,39.48,0,39.48,81,51
5/29/2014,75.45,0,75.45,0,75.45,86,57
5/30/2014,81.42,0,81.42,0,81.42,85,57
5/31/2014,81.63,0,81.63,0,81.63,73,55
6/1/2014,81.72,0,81.72,0,81.72,79,53
6/2/2014,81.65,0,81.65,0,81.65,82,54
6/3/2014,81.56,0,81.56,0,81.56,83,55
6/4/2014,81.52,0,81.52,0,81.52,89,51
6/5/2014,81.49,0,81.49,0,81.49,84,51
6/6/2014,81.6,0,81.6,0,81.6,78,52
6/7/2014,81.63,0,81.63,0,81.63,78,51
6/8/2014,81.67,0,81.67,0,81.67,70,53
6/9/2014,81.64,0,81.64,0,81.64,65,41
6/10/2014,81.56,0,81.56,0,81.56,68,45
6/11/2014,81.23,0,81.23,0,81.23,84,50
6/12/2014,81.44,0,81.44,0,81.44,83,55
6/13/2014,81.44,0,81.44,0,81.44,76,56
6/14/2014,81.51,0,81.51,0,81.51,90,59
6/15/2014,81.55,0,81.55,0,81.55,77,45
6/16/2014,81.32,0,81.32,0,81.32,76,46
6/17/2014,81.31,0,81.31,0,81.31,87,51
6/18/2014,81.39,0,81.39,0,81.39,89,53
6/19/2014,81.49,0,81.49,0,81.49,81,49
6/20/2014,81.34,0,81.34,0,81.34,81,51
6/21/2014,81.27,0,81.27,0,81.27,85,56
6/22/2014,81.31,0,81.31,0,81.31,84,53
6/23/2014,81.24,0,81.24,0,81.24,84,51
6/24/2014,81.29,0,81.29,0,81.29,79,53
6/25/2014,81.33,0,81.33,0,81.33,77,57
6/26/2014,81.32,0,81.32,0,81.32,86,53
6/27/2014,81.3,0,81.3,0,81.3,91,58
6/28/2014,81.36,0,81.36,0,81.36,84,56
6/29/2014,81.35,0,81.35,0,81.35,83,54
6/30/2014,81.27,0,81.27,0,81.27,93,57
7/1/2014,81.25,0,81.25,0,81.25,91,57
7/2/2014,81.19,0,81.19,0,81.19,75,58
7/3/2014,81.09,0,81.09,0,81.09,81,56
7/4/2014,81.14,0,81.14,0,81.14,89,60
7/5/2014,81.35,0,81.35,0,81.35,88,58
7/6/2014,81.22,0,81.22,0,81.22,91,62
7/7/2014,80.98,0,80.98,0,80.98,95,63
7/8/2014,81.25,0,81.25,0,81.25,95,61
7/9/2014,81.23,0,81.23,0,81.23,79,60
7/10/2014,81.05,0,81.05,0,81.05,92,60
7/11/2014,81.17,0,81.17,0,81.17,91,62
7/12/2014,40.74,0,40.74,0,40.74,87,64
7/13/2014,17.35,0,17.35,0,17.35,76,63
7/14/2014,80.82,0,80.82,0,80.82,80,62
7/15/2014,80.86,0,80.86,0,80.86,84,61
7/16/2014,81.01,0,81.01,0,81.01,78,60
7/17/2014,81.08,0,81.08,0,81.08,77,58
7/18/2014,81.08,0,81.08,0,81.08,76,58
7/19/2014,81.08,0,81.08,0,81.08,86,60
7/20/2014,114.93,0,114.93,0,114.93,92,63
7/21/2014,84.69,0,84.69,0,84.69,94,64
7/22/2014,80.91,0,80.91,0,80.91,92,60
7/23/2014,80.93,0,80.93,0,80.93,92,61
7/24/2014,80.86,0,80.86,0,80.86,83,63
7/25/2014,80.93,0,80.93,0,80.93,93,64
7/26/2014,80.9,0,80.9,0,80.9,92,61
7/27/2014,80.88,0,80.88,0,80.88,90,59
7/28/2014,80.92,0,80.92,0,80.92,80,61
7/29/2014,80.97,0,80.97,0,80.97,82,60
7/30/2014,81.13,0,81.13,0,81.13,81,60
7/31/2014,81.3,0,81.3,0,81.3,65,59
8/1/2014,81.33,0,81.33,0,81.33,74,54
8/2/2014,81.35,0,81.35,0,81.35,79,51
8/3/2014,81.14,0,81.14,0,81.14,83,57
8/4/2014,81.01,0,81.01,0,81.01,82,58
8/5/2014,81.06,0,81.06,0,81.06,84,59
8/6/2014,81.04,0,81.04,0,81.04,79,57
8/7/2014,80.98,0,80.98,0,80.98,86,58
8/8/2014,81.09,0,81.09,0,81.09,78,55
8/9/2014,81.09,0,81.09,0,81.09,82,57
8/10/2014,81.08,0,81.08,0,81.08,83,55
8/11/2014,81.05,0,81.05,0,81.05,74,54
8/12/2014,81.05,0,81.05,0,81.05,84,54
8/13/2014,80.85,0,80.85,0,80.85,87,58
8/14/2014,80.88,0,80.88,0,80.88,89,64
8/15/2014,81.11,0,81.11,0,81.11,82,57
8/16/2014,81.14,0,81.14,0,81.14,87,58
8/17/2014,81.05,0,81.05,0,81.05,90,58
8/18/2014,80.99,0,80.99,0,80.99,89,58
8/19/2014,80.97,0,80.97,0,80.97,86,57
8/20/2014,80.94,0,80.94,0,80.94,90,57
8/21/2014,80.87,0,80.87,0,80.87,84,56
8/22/2014,80.82,0,80.82,0,80.82,83,56
8/23/2014,80.92,0,80.92,0,80.92,69,54
8/24/2014,80.88,0,80.88,0,80.88,75.5,52.5
8/25/2014,80.86,0,80.86,0,80.86,82,51
8/26/2014,80.82,0,80.82,0,80.82,76,54
8/27/2014,80.8,0,80.8,0,80.8,77,51.5
8/28/2014,81.01,0,81.01,0,81.01,78,49
8/29/2014,80.94,0,80.94,0,80.94,71,50
8/30/2014,62.83,0,62.83,0,62.83,79,51
8/31/2014,62.32,0,62.32,0,62.32,85,53
9/1/2014,62.34,0,62.34,0,62.34,77,52
9/2/2014,38.93,0,38.93,0,38.93,80,47
9/3/2014,31.75,0,31.75,0,31.75,86,48
9/4/2014,31.8,0,31.8,0,31.8,93,57
9/5/2014,31.9,0,31.9,0,31.9,71,51
9/6/2014,31.9,0,31.9,0,31.9,60,49
9/7/2014,31.85,0,31.85,0,31.85,71,50
9/8/2014,31.9,0,31.9,0,31.9,81,53
9/9/2014,31.91,0,31.91,0,31.91,82,58
9/10/2014,31.94,0,31.94,0,31.94,75,51
9/11/2014,31.96,0,31.96,0,31.96,73,50
9/12/2014,31.95,0,31.95,0,31.95,50,34
9/13/2014,31.86,0,31.86,0,31.86,46,34
9/14/2014,31.87,0,31.87,0,31.87,80,37
9/15/2014,31.92,0,31.92,0,31.92,80,50
9/16/2014,31.94,0,31.94,0,31.94,72,49
9/17/2014,31.92,0,31.92,0,31.92,86,53
9/18/2014,31.9,0,31.9,0,31.9,88,51
9/19/2014,31.95,0,31.95,0,31.95,88,51
9/20/2014,31.97,0,31.97,0,31.97,87,53
9/21/2014,12.83,0,12.83,0,12.83,78,54
9/22/2014,0,0,0,0,0,73,54
9/23/2014,0,0,0,0,0,78,55
9/24/2014,0,0,0,0,0,79,50
9/25/2014,0,0,0,0,0,82,51
9/26/2014,0,0,0,0,0,87,51
9/27/2014,0,0,0,0,0,86,53
9/28/2014,0,0,0,0,0,84,51
9/29/2014,0,0,0,0,0,69,42
9/30/2014,0,0,0,0,0,65,42
10/1/2014,0,0,0,0,0,65,42
10/2/2014,0,0,0,0,0,65,38
10/3/2014,0,0,0,0,0,64,34
10/4/2014,0,0,0,0,0,60,36
10/5/2014,0,0,0,0,0,74,40
10/6/2014,0,0,0,0,0,73,42
10/7/2014,0,0,0,0,0,78,43
10/8/2014,0,0,0,0,0,78,44
10/9/2014,0,0,0,0,0,74,45
10/10/2014,0,0,0,0,0,61,45
10/11/2014,0,0,0,0,0,60,40
10/12/2014,0,0,0,0,0,72,41
10/13/2014,0,0,0,0,0,58,36
10/14/2014,0,0,0,0,0,57,36
10/15/2014,0,0,0,0,0,74,36
10/16/2014,0,0,0,0,0,78,41
10/17/2014,0,0,0,0,0,71,37
10/18/2014,0,0,0,0,0,61,37
10/19/2014,0,0,0,0,0,67,38
10/20/2014,0,0,0,0,0,73,41
10/21/2014,0,0,0,0,0,77,41
10/22/2014,0,0,0,0,0,75,45
10/23/2014,0,0,0,0,0,71,39
10/24/2014,0,0,0,0,0,73,40
10/25/2014,0,0,0,0,0,81,44
10/26/2014,0,0,0,0,0,80,43
10/27/2014,0,0,0,0,0,77,39
10/28/2014,0,0,0,0,0,49,30
10/29/2014,0,0,0,0,0,60,31
10/30/2014,0,0,0,0,0,70,32
10/31/2014,0,0,0,0,0,62,33
11/1/2014,0,0,0,0,0,57,33
11/2/2014,0,0,0,0,0,72,45
11/3/2014,0,0,0,0,0,66,38
11/4/2014,0,0,0,0,0,46,27
11/5/2014,0,0,0,0,0,60,27
11/6/2014,0,0,0,0,0,64,31
11/7/2014,0,0,0,0,0,69,31
11/8/2014,0,0,0,0,0,66,34
11/9/2014,0,0,0,0,0,67,35
11/10/2014,0,0,0,0,0,70,43
11/11/2014,0,0,0,0,0,66,13
11/12/2014,0,0,0,0,0,16,0
11/13/2014,0,0,0,0,0,16,-6
11/14/2014,0,0,0,0,0,14,-3
11/15/2014,0,0,0,0,0,39,7
11/16/2014,0,0,0,0,0,20,0
11/17/2014,0,0,0,0,0,31,2
11/18/2014,0,0,0,0,0,38,9
11/19/2014,0,0,0,0,0,47,16
11/20/2014,0,0,0,0,0,45,22
11/21/2014,0,0,0,0,0,49,24
11/22/2014,0,0,0,0,0,57,28
11/23/2014,0,0,0,0,0,65,32
11/24/2014,0,0,0,0,0,41,27
11/25/2014,0,0,0,0,0,41,21
11/26/2014,0,0,0,0,0,48,26
11/27/2014,0,0,0,0,0,45,26
11/28/2014,0,0,0,0,0,64,35
11/29/2014,0,0,0,0,0,68,35
11/30/2014,0,0,0,0,0,69,40
12/1/2014,0,0,0,0,0,51,17
12/2/2014,0,0,0,0,0,38,12
12/3/2014,0,0,0,0,0,64,28
12/4/2014,0,0,0,0,0,46,27
12/5/2014,0,0,0,0,0,52,30
12/6/2014,0,0,0,0,0,57,31
12/7/2014,0,0,0,0,0,46,30
12/8/2014,0,0,0,0,0,59,27
12/9/2014,0,0,0,0,0,48,26
12/10/2014,0,0,0,0,0,55,26
12/11/2014,0,0,0,0,0,60,27
12/12/2014,0,0,0,0,0,65,28
12/13/2014,0,0,0,0,0,64,31
12/14/2014,0,0,0,0,0,59,29
12/15/2014,0,0,0,0,0,35,25
12/16/2014,0,0,0,0,0,43,16
12/17/2014,0,0,0,0,0,35,16
12/18/2014,0,0,0,0,0,42,22
12/19/2014,0,0,0,0,0,43,20
12/20/2014,0,0,0,0,0,46,19
12/21/2014,0,0,0,0,0,48,27
12/22/2014,0,0,0,0,0,50,30
12/23/2014,0,0,0,0,0,37,23
12/24/2014,0,0,0,0,0,34,14
12/25/2014,0,0,0,0,0,52,19
12/26/2014,0,0,0,0,0,42,14
12/27/2014,0,0,0,0,0,22,15
12/28/2014,0,0,0,0,0,31,2
12/29/2014,0,0,0,0,0,40,8
12/30/2014,0,0,0,0,0,20,2
12/31/2014,0,0,0,0,0,2,-19
1/1/2015,0,0,0,0,0,32,-5
1/2/2015,0,0,0,0,0,27,3
1/3/2015,0,0,0,0,0,41,10
1/4/2015,0,0,0,0,0,41,-4
1/5/2015,1,0,1,0,1,34,-3
1/6/2015,1,0,1,0,1,62,16
1/7/2015,0,0,0,0,0,57,16
1/8/2015,0,0,0,0,0,43,15
1/9/2015,0,0,0,0,0,50,15
1/10/2015,0,0,0,0,0,50,15
1/11/2015,4,0,4,0,4,55,26
1/12/2015,10.33,0,10.33,0,10.33,41,25
1/13/2015,0,0,0,0,0,26,24
1/14/2015,0,0,0,0,0,34,21
1/15/2015,0,0,0,0,0,42,20
1/16/2015,0,0,0,0,0,57,23
1/17/2015,0,0,0,0,0,57,29
1/18/2015,0,0,0,0,0,53,36
1/19/2015,0,0,0,0,0,60,34
1/20/2015,0,0,0,0,0,58,30
1/21/2015,25.71,0,25.71,0,25.71,42,26
1/22/2015,31.81,0,31.81,0,31.81,27,4
1/23/2015,11.36,0,11.36,0,11.36,40,5
1/24/2015,0,0,0,0,0,48,16
1/25/2015,0,0,0,0,0,51,26
1/26/2015,0,0,0,0,0,59,29
1/27/2015,20.33,0,20.33,0,20.33,70,34
1/28/2015,33.57,0,33.57,0,33.57,72,34
1/29/2015,31.06,0,31.06,0,31.06,58,36
1/30/2015,32.54,0,32.54,0,32.54,47,32
1/31/2015,54.41,0,54.41,0,54.41,47,32
2/1/2015,47.94,0,47.94,0,47.94,37,20
2/2/2015,59.25,0,59.25,0,59.25,26,16
2/3/2015,89.9,0,89.9,0,89.9,51,19
2/4/2015,93.47,0,93.47,0,93.47,61,31
2/5/2015,93.52,0,93.52,0,93.52,34,23
2/6/2015,102,0,102,0,102,64,30
2/7/2015,101.25,0,101.25,0,101.25,72,37
2/8/2015,93.91,0,93.91,0,93.91,73,37
2/9/2015,93.87,0,93.87,0,93.87,67,33
2/10/2015,93.87,0,93.87,0,93.87,69,34
2/11/2015,93.96,0,93.96,0,93.96,59,32
2/12/2015,93.91,0,93.91,0,93.91,60.5,30
2/13/2015,93.85,0,93.85,0,93.85,62,28
2/14/2015,93.92,0,93.92,0,93.92,63,32
2/15/2015,93.75,0,93.75,0,93.75,61,30
2/16/2015,93.63,0,93.63,0,93.63,37,25
2/17/2015,93.65,0,93.65,0,93.65,28,11
2/18/2015,93.69,0,93.69,0,93.69,36,12
2/19/2015,93.61,0,93.61,0,93.61,52,15
2/20/2015,93.66,0,93.66,0,93.66,60,15
2/21/2015,93.64,0,93.64,0,93.64,47,28
2/22/2015,93.62,0,93.62,0,93.62,47,17
2/23/2015,93.71,0,93.71,0,93.71,47,6
2/24/2015,93.64,0,93.64,0,93.64,47,6.5
2/25/2015,93.69,0,93.69,0,93.69,47,7
2/26/2015,93.69,0,93.69,0,93.69,46,9
2/27/2015,93.65,0,93.65,0,93.65,17,5
2/28/2015,93.56,0,93.56,0,93.56,21,2
3/1/2015,93.6,0,93.6,0,93.6,24,2
3/2/2015,93.56,0,93.56,0,93.56,27,12
3/3/2015,93.58,0,93.58,0,93.58,44,12
3/4/2015,93.61,0,93.61,0,93.61,24,9
3/5/2015,93.56,0,93.56,0,93.56,24,9
3/6/2015,115.02,0,115.02,0,115.02,44,12
3/7/2015,124.24,0,124.24,0,124.24,54,21
3/8/2015,124.15,0,124.15,0,124.15,57,29
3/9/2015,124.03,0,124.03,0,124.03,53,29
3/10/2015,108.79,0,108.79,0,108.79,57,29
3/11/2015,121.69,0,121.69,0,121.69,60,30
3/12/2015,125.1,0,125.1,0,125.1,67,32
3/13/2015,125.1,0,125.1,0,125.1,63,39
3/14/2015,125.11,0,125.11,0,125.11,53,33
3/15/2015,125.1,0,125.1,0,125.1,69,30
3/16/2015,125.12,0,125.12,0,125.12,78,43
3/17/2015,125.12,0,125.12,0,125.12,80,41
3/18/2015,125.1,0,125.1,0,125.1,59,35
3/19/2015,125.1,0,125.1,0,125.1,64,36
3/20/2015,125.13,0,125.13,0,125.13,64,32
3/21/2015,125.1,0,125.1,0,125.1,66,33
3/22/2015,125.13,0,125.13,0,125.13,69,32
3/23/2015,117.73,0,117.73,0,117.73,67,40
3/24/2015,109.92,0,109.92,0,109.92,67,39
3/25/2015,109.92,0,109.92,0,109.92,63,38
3/26/2015,125.3,0,125.3,0,125.3,42,28
3/27/2015,136.67,0,136.67,0,136.67,59,27
3/28/2015,127.29,0,127.29,0,127.29,68,36
3/29/2015,123.96,0,123.96,0,123.96,76,42
3/30/2015,123.59,0,123.59,0,123.59,64,38
3/31/2015,131.06,0,131.06,0,131.06,74,40
4/1/2015,125.34,0,125.34,0,125.34,75,40
4/2/2015,59.25,0,59.25,0,59.25,71,39
4/3/2015,32.13,0,32.13,0,32.13,46,26
4/4/2015,31.43,0,31.43,0,31.43,48,27
4/5/2015,31.5,0,31.5,0,31.5,63,31
4/6/2015,31.55,0,31.55,0,31.55,72,33
4/7/2015,31.55,0,31.55,0,31.55,75,38
4/8/2015,31.59,0,31.59,0,31.59,64,41
4/9/2015,31.59,0,31.59,0,31.59,59,32
4/10/2015,31.58,0,31.58,0,31.58,50,32
4/11/2015,31.61,0,31.61,0,31.61,62,33
4/12/2015,31.59,0,31.59,0,31.59,68,40
4/13/2015,31.62,0,31.62,0,31.62,66,32
4/14/2015,31.63,0,31.63,0,31.63,68,34
4/15/2015,31.68,0,31.68,0,31.68,74,41
4/16/2015,31.68,0,31.68,0,31.68,62,31
4/17/2015,31.63,0,31.63,0,31.63,38,31
4/18/2015,31.64,0,31.64,0,31.64,50,36
4/19/2015,31.73,0,31.73,0,31.73,52,36
4/20/2015,31.74,0,31.74,0,31.74,52,33
4/21/2015,31.72,0,31.72,0,31.72,55,33
4/22/2015,31.72,0,31.72,0,31.72,65,35
4/23/2015,31.79,0,31.79,0,31.79,68,35
4/24/2015,38.31,0,38.31,0,38.31,67,39
4/25/2015,32.73,0,32.73,0,32.73,64,37
4/26/2015,31.33,0,31.33,0,31.33,66,41
4/27/2015,31.27,0,31.27,0,31.27,45,39
4/28/2015,31.33,0,31.33,0,31.33,46,38
4/29/2015,31.36,0,31.36,0,31.36,61,38
4/30/2015,31.41,0,31.41,0,31.41,74,39
5/1/2015,31.43,0,31.43,0,31.43,78,48
5/2/2015,31.19,0,31.19,0,31.19,75,48
5/3/2015,32.33,0,32.33,0,32.33,73,48
5/4/2015,32.43,0,32.43,0,32.43,74,49
5/5/2015,32.46,0,32.46,0,32.46,60,47
5/6/2015,32.45,0,32.45,0,32.45,53,47
5/7/2015,32.48,0,32.48,0,32.48,62,44
5/8/2015,32.42,0,32.42,0,32.42,58,44
5/9/2015,32.48,0,32.48,0,32.48,55,43
5/10/2015,32.19,0,32.19,0,32.19,48,30
5/11/2015,32.16,0,32.16,0,32.16,45,30
5/12/2015,32.4,0,32.4,0,32.4,58,32
